period_start,period_end,top_n,horizon_days,target_multiple,hit_rate_3x,hit_rate_5x,precision_at_n,avg_forward_max_return,median_forward_max_return,max_forward_max_return,avg_forward_close_return,median_forward_close_return,avg_forward_path_max_drawdown,median_forward_path_max_drawdown,profit_factor_like,num_candidates,num_hits
2021-05-01,2026-04-30,20,126,3.0,0.018467220683287166,0.0009233610341643582,0.018467220683287166,0.3551227063111998,0.18143459915611815,4.228813559322034,0.12358116825468728,0.001460063052376448,-0.2653143099033239,-0.24458598726114655,2.3621627206385236,1083,20
