rank,symbol,name,industry,score_total,score_revenue,score_expectation_gap,score_price_volume,score_theme_group,score_chip,score_catalyst,risk_penalty,score_raw_available_norm,score_coverage_adjusted,score_cap,stage,entry_zone,reasons,risk_flags,last_close,ret_20d,ret_60d,volume_z_20,volume_expansion_ratio,rs_20d,rs_60d,breakout_flag,breakout_120d_flag,ma_alignment_bull_flag,mode,score_data_coverage_ratio,robot_slot_coverage_ratio,robot_slot_statuses,available_radars,degraded_radars,core_data_ready_flag,created_at
21,2034,允強,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",21.299999237060547,0.06234414202318228,0.03649635171992727,0.6589236662031719,1.4669560560582529,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
22,2330,台積電,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.3 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",2135.0,0.21306818181818188,0.21306818181818188,0.9927011994276532,1.3186578838431158,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
23,2393,億光,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",71.0999984741211,0.06437118601673664,0.2606382367116986,1.4713779404344256,1.37328271260516,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
24,2451,創見,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.7 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",252.5,0.19668246445497628,0.08836206896551735,1.3326778104931676,1.7281945680131294,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
25,2883,凱基金,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.3 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",21.5,0.11688311688311681,0.21126760563380276,0.6477843835806731,1.283228187478142,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
26,3356,奇偶,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",54.0,0.14649685242920096,0.0986774836938189,0.88141873130855,1.536903631902247,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
27,4927,泰鼎-KY,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.7 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",52.20000076293945,0.30012450259294887,0.4360385957128048,1.0500142968510973,1.6932742650978436,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
28,6189,豐藝,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.3 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",47.95000076293945,0.07752810703234725,0.04580157816152708,0.5153274281015052,1.2882648968400003,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
29,6579,研揚,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 2.1 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",121.5,0.08000000000000007,0.08968609865470856,2.1841125235463146,2.1415146992766183,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
30,8162,微矽電子-創,,27.6,,100.0,38.0,,,,0.0,69.0,27.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",50.70000076293945,0.3272251243546347,0.3033418708019944,0.3360489978144469,1.3876212273954274,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
31,3511,矽瑪,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 3.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",22.85,0.2554945054945057,0.07276995305164324,2.0732628297928004,3.471241342153712,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
32,2059,川湖,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",3910.0,0.23149606299212588,0.12195121951219523,1.2150950061705141,1.5337149564437347,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
33,2449,京元電子,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 2.4 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",302.5,0.15900383141762453,0.10200364298724951,2.987715228709863,2.412447782248956,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
34,2474,可成,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.3 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",209.0,0.11170212765957444,0.034653465346534684,0.33566079148852007,1.2713561818777543,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
35,2480,敦陽科,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.8 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",143.0,0.03623188405797095,0.010600706713780994,1.4264536986273884,1.7652537835630964,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
36,3006,晶豪科,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",169.5,0.1299999999999999,0.14915254237288145,0.8324773868951246,1.4707412783075036,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
37,4540,全球傳動,,25.6,,85.0,83.0,,,,8.0,84.0,25.6,70.0,S2,early_watch,"[""突破 120 日整理區"", ""成交量為 20 日均量 3.3 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""近 20 日漲幅偏高"", ""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",68.5,0.6646414935591411,0.41237113402061865,2.4866950543678015,3.300510437857672,,,1,1,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
38,5269,祥碩,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 2.1 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",1365.0,0.2816901408450705,0.10975609756097571,1.6027095699687064,2.112567432330158,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
39,6117,迎廣,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",88.0999984741211,0.27681157208871143,0.11944093888670548,0.6815734237323696,1.5081211789011388,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
40,6505,台塑化,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",56.400001525878906,0.023593522463859706,0.19618239025767603,1.2422918108753502,1.548509670859036,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
41,6743,安普新,,25.6,,100.0,28.0,,,,0.0,64.0,25.6,70.0,S2,early_watch,"[""成交量為 20 日均量 2.7 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",29.700000762939453,0.3288590718577158,0.10204081343781213,1.1660910912373355,2.7176365778261373,,,0,0,0,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
42,2221,大甲,,24.6,,100.0,23.0,,,,0.0,61.5,24.6,70.0,S2,early_watch,"[""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",36.65,0.1765650080256822,0.16719745222929938,-0.25440246089160407,0.6353950649416071,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
43,3122,笙泉,,24.6,,85.0,38.0,,,,0.0,61.5,24.6,70.0,S2,early_watch,"[""成交量為 20 日均量 1.6 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",32.7,0.36534446764091877,0.35123966942148765,0.4090852637334197,1.615737303695658,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
44,3162,精確,,24.6,,100.0,23.0,,,,0.0,61.5,24.6,70.0,S2,early_watch,"[""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""surveillance 缺資料，注意/處置風險未驗證"", ""revenue 缺資料，基本面未驗證"", ""chip 缺資料，籌碼未驗證"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",73.2,0.3165467625899281,0.23857868020304562,-0.21232970306555946,0.8458623328070654,,,0,0,1,simple_price_volume_mode,0.4,0.25,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""missing"", ""CHIP_SLOT"": ""missing"", ""SURVEILLANCE_SLOT"": ""missing"", ""CATALYST_SLOT"": ""missing"", ""CORPORATE_SLOT"": ""missing"", ""FINANCIAL_SLOT"": ""missing"", ""VALUATION_SLOT"": ""missing"", ""CALENDAR_SLOT"": ""partial""}","[""expectation_gap"", ""price_volume""]","[""revenue"", ""theme_group"", ""chip"", ""catalyst"", ""surveillance""]",0,2026-05-12T21:50:49
