period_start,period_end,top_n,horizon_days,target_multiple,hit_rate_3x,hit_rate_5x,precision_at_n,avg_forward_max_return,median_forward_max_return,max_forward_max_return,avg_forward_close_return,median_forward_close_return,avg_forward_path_max_drawdown,median_forward_path_max_drawdown,profit_factor_like,num_candidates,num_hits
2021-05-01,2026-04-30,20,126,3.0,0.0,0.0,0.0,,,,,,,,0.0,0,0
