rank,symbol,name,industry,universe_mode,score_total,score_raw_available_norm,score_coverage_adjusted,score_cap,data_coverage_ratio,available_radars,degraded_radars,core_data_ready_flag,score_revenue,score_expectation_gap,expectation_gap_source,score_price_volume,score_theme_group,score_chip,score_catalyst,risk_penalty,stage,entry_zone,reasons,risk_flags,last_close,avg_amount_20,ret_20d,ret_60d,ret_120d,volume_z_20,volume_expansion_ratio,rs_20d,rs_60d,breakout_flag,breakout_60d_flag,breakout_120d_flag,rev_1m_yoy,rev_3m_yoy,rev_6m_yoy,rev_3m_vs_12m_acceleration,latest_revenue_month,latest_revenue_release_date,foreign_buy_5d,investment_trust_buy_5d,inst_buy_total_20d,margin_change_20d,next_catalyst_date,next_catalyst_category,data_quality_flags,survivorship_bias_warning,price_data_source,revenue_data_source,chip_data_source,created_at
21,4927,泰鼎-KY,電子工業,elastic,34.6,62.9091,34.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.7x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",52.20000076293945,1282899363.3173418,0.30012450259294887,0.4360385957128048,1.4055299045007272,1.0500142968510973,1.6932742650978436,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
22,6579,研揚,電子工業,elastic,34.6,62.9091,34.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 2.1x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",121.5,27659403.45,0.08000000000000007,0.08968609865470856,-0.09328358208955223,2.1841125235463146,2.1415146992766183,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
23,8162,微矽電子-創,電子工業,elastic,34.6,62.9091,34.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.4x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",50.70000076293945,50083970.50636234,0.3272251243546347,0.3033418708019944,0.38147138171554307,0.3360489978144469,1.3876212273954274,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
24,1409,新纖,紡織纖維,elastic,33.85,61.5455,33.85,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,55.0,,,0.0,S1,new_observation,"[""volume expansion 1.3x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",16.799999237060547,184102590.54094833,0.0873786048195182,0.1125827028241011,0.17482510580282806,0.291766764497383,1.299590707874406,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
25,4540,全球傳動,電機機械,elastic,33.6,75.6364,41.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,80.0,price_only,83.0,60.0,,,8.0,S1,new_observation,"[""120D breakout"", ""volume expansion 3.3x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""20D return is extended"", ""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",68.5,475876123.74493235,0.6646414935591411,0.41237113402061865,0.7385786128715626,2.4866950543678015,3.300510437857672,,,1,1,1,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
26,6026,福邦證,金融業,elastic,33.1,60.1818,33.1,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,50.0,,,0.0,S1,new_observation,"[""volume expansion 1.3x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",15.35,23545907.25,0.06228373702422152,0.04778156996587035,0.27385892116182564,0.4606590022953578,1.2578942417533558,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
27,6189,豐藝,電子通路業,elastic,33.1,60.1818,33.1,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,50.0,,,0.0,S1,new_observation,"[""volume expansion 1.3x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",47.95000076293945,33794865.50338783,0.07752810703234725,0.04580157816152708,-0.018423699883192923,0.5153274281015052,1.2882648968400003,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
28,3511,矽瑪,電子零組件業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 3.5x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",22.85,14202686.9,0.2554945054945057,0.07276995305164324,0.048165137614679,2.0732628297928004,3.471241342153712,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
29,2449,京元電子,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 2.4x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",302.5,8208785252.3,0.15900383141762453,0.10200364298724951,0.6047745358090186,2.987715228709863,2.412447782248956,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
30,2474,可成,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.3x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",209.0,1198216023.025,0.11170212765957444,0.034653465346534684,0.04239401496259343,0.33566079148852007,1.2713561818777543,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
31,2480,敦陽科,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.8x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",143.0,40337750.825,0.03623188405797095,0.010600706713780994,-0.1306990881458967,1.4264536986273884,1.7652537835630964,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
32,3006,晶豪科,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.5x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",169.5,2958204678.15,0.1299999999999999,0.14915254237288145,0.887527775498022,0.8324773868951246,1.4707412783075036,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
33,5269,祥碩,半導體業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 2.1x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",1365.0,1840668674.75,0.2816901408450705,0.10975609756097571,-0.05536332179930792,1.6027095699687064,2.112567432330158,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
34,6117,迎廣,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 1.5x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",88.0999984741211,99863479.25360337,0.27681157208871143,0.11944093888670548,0.0836407769632459,0.6815734237323696,1.5081211789011388,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
35,6743,安普新,電子工業,elastic,32.6,59.2727,32.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,28.0,60.0,,,0.0,S1,new_observation,"[""volume expansion 2.7x 20D average"", ""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",29.700000762939453,20212454.98815565,0.3288590718577158,0.10204081343781213,-0.0016806466238838969,1.1660910912373355,2.7176365778261373,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
36,4707,磐亞,化學工業,elastic,32.35,58.8182,32.35,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,65.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",15.2,73163808.1,0.33920704845814975,0.5124378109452734,0.5751295336787563,-1.1645728923859953,0.2818595822511452,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
37,1569,濱川,電腦及週邊設備業,elastic,31.85,57.9091,31.85,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,13.0,75.0,,,0.0,S1,new_observation,"[""price is above MA20 and MA60"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",57.8,149069450.3,0.1795918367346938,0.00521739130434784,-0.1574344023323615,-0.01912162420426524,0.9795795796150416,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
38,3122,笙泉,半導體業,elastic,31.85,57.9091,31.85,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,65.0,price_only,38.0,75.0,,,0.0,S1,new_observation,"[""volume expansion 1.6x 20D average"", ""moving averages are bull aligned""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",32.7,22942150.05,0.36534446764091877,0.35123966942148765,0.31589537223340036,0.4090852637334197,1.615737303695658,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
39,2303,聯電,電子工業,elastic,31.85,57.9091,31.85,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,65.0,price_only,38.0,75.0,,,0.0,S1,new_observation,"[""volume expansion 1.7x 20D average"", ""moving averages are bull aligned""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",77.30000305175781,13915235096.062983,0.3681416469337666,0.14349119521578269,0.6804348489512568,1.2239337190566015,1.680910361369259,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
40,3162,精確,電機機械,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",73.2,487261819.4,0.3165467625899281,0.23857868020304562,0.36567164179104483,-0.21232970306555946,0.8458623328070654,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
41,3169,亞信,半導體業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",103.0,74798808.25,0.1495535714285714,0.0911016949152541,0.04251012145748989,-0.49422342688652965,0.41590999910408666,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
42,3490,單井,光電業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",30.5,70494711.7,0.217564870259481,0.196078431372549,0.23732251521298187,-0.7826547066901756,0.4482485081545239,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
43,3498,陽程,其他電子類,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,40.0,,,0.0,S1,new_observation,"[""volume expansion 1.5x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",87.7,341314900.8,0.2728592162554426,0.750499001996008,0.8982683982683981,0.9289565438017314,1.5080040264039742,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
44,3556,禾瑞亞,半導體業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",50.4,42493129.75,0.1914893617021276,0.201430274135876,0.289002557544757,-0.582395109284797,0.39584809620743755,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
45,3580,友威科,其他電子類,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,38.0,40.0,,,0.0,S1,new_observation,"[""volume expansion 1.7x 20D average"", ""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",85.9,129552837.3,0.24312590448625193,0.2359712230215829,0.4412751677852349,1.2100496744550229,1.7102863917480748,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
46,3675,德微,半導體業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",217.0,238639829.0,0.1955922865013775,0.4229508196721312,0.2191011235955056,-0.3229953490277462,0.6917447655775867,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
47,3709,鑫聯大投控,電腦及週邊設備業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",82.5,346906228.15,0.31160572337042924,0.3458401305057097,0.6700404858299596,0.03306801695979512,1.0263304162211884,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
48,4933,友輝,光電業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",73.6,69440136.6,0.2980599647266313,0.25383304940374773,0.17948717948717952,1.8825398287786077,3.6416801852732954,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
49,4973,廣穎,半導體業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",83.1,597742910.4,0.34466019417475735,0.598076923076923,1.1697127937336815,-0.4068866407041846,0.7390242831848536,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
50,5236,凌陽創新,半導體業,elastic,31.6,57.4545,31.6,70.0,0.55,"[""expectation_gap"", ""price_volume"", ""theme_group""]","[""catalyst"", ""chip"", ""revenue""]",0,,90.0,price_only,23.0,60.0,,,0.0,S1,new_observation,"[""moving averages are bull aligned"", ""price-only expectation gap proxy is constructive""]","[""catalyst radar degraded"", ""chip radar degraded"", ""revenue radar degraded"", ""revenue data missing; core score is capped and S3 is blocked"", ""chip data missing; institutional and margin signals unavailable"", ""catalyst data missing; event timing confidence unavailable"", ""data coverage below 60%; ranking confidence is low""]",163.5,85880348.0,0.31325301204819267,0.31854838709677424,0.21561338289962828,-0.0052908159594542165,0.9940996363573653,,,0,0,0,,,,,,,,,,,,,"[""market_cap_missing""]",delisted coverage unknown unless the source includes historical delistings,local_daily_price,optional_local_file,optional_local_file,2026-05-11T01:16:42
