period_start,period_end,strategy_name,top_n,horizon_days,target_multiple,num_candidates,num_hits_2x,num_hits_3x,num_hits_5x,hit_rate_2x,hit_rate_3x,hit_rate_5x,precision_at_n,avg_forward_max_return,median_forward_max_return,max_forward_max_return,avg_forward_close_return,median_forward_close_return,avg_forward_min_return_from_entry,median_forward_min_return_from_entry,avg_forward_path_max_drawdown,median_forward_path_max_drawdown,profit_factor_like
2021-05-01,2026-04-30,radar_top_n,20,126,3.0,1083,92,21,1,0.08494921514312095,0.019390581717451522,0.0009233610341643582,0.019390581717451522,0.3530420222115237,0.1775026271935758,4.228813559322034,0.12309462389513419,-0.0007429196307435215,-0.16420617229457876,-0.1453242150840734,-0.2620522662991151,-0.243916533989898,2.3750304707118013
